pair_id,lexical_family,template_family_id,answer_orientation,label_record_role_orientation,record_block_order,context,relevant_question,irrelevant_question,operation,start,delta,relevant_answer,irrelevant_answer,direct_attribute,transformed_attribute,direct_record_key,transformed_record_key,output_instruction,arithmetic_answer_correct,direct_answer_correct,label_key_record_binding_clear,relevant_transformation_required,irrelevant_keyed_retrieval_valid,answer_copy_shortcut_absent,question_target_only_change,natural_grammar_and_unambiguous_direction,counterbalance_counterpart_equivalent,output_instruction_clear,reviewer_id,review_status,comments
calv211_increase_06_ans1_role0_order0,increase,v21_inc_packet_folder,B_to_relevant,0,direct_block_first,Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains a current total of 31 packets. Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains an initial total of 35 packets and notes that 7 more were placed there.,How many black packets are now in Chloe's inventory?,How many green packets are now in Chloe's inventory?,add,35,7,42,31,green,black,Zenith,Opal,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans1_role0_order1,increase,v21_inc_packet_folder,B_to_relevant,0,transformed_block_first,Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains an initial total of 35 packets and notes that 7 more were placed there. Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains a current total of 31 packets.,How many black packets are now in Chloe's inventory?,How many green packets are now in Chloe's inventory?,add,35,7,42,31,green,black,Zenith,Opal,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans1_role1_order0,increase,v21_inc_packet_folder,B_to_relevant,1,direct_block_first,Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains a current total of 31 packets. Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains an initial total of 35 packets and notes that 7 more were placed there.,How many green packets are now in Chloe's inventory?,How many black packets are now in Chloe's inventory?,add,35,7,42,31,black,green,Opal,Zenith,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans1_role1_order1,increase,v21_inc_packet_folder,B_to_relevant,1,transformed_block_first,Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains an initial total of 35 packets and notes that 7 more were placed there. Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains a current total of 31 packets.,How many green packets are now in Chloe's inventory?,How many black packets are now in Chloe's inventory?,add,35,7,42,31,black,green,Opal,Zenith,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans0_role0_order0,increase,v21_inc_candle_catalog,A_to_relevant,0,direct_block_first,The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives the current stock as 41 candles. The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives a prior stock of 34 candles and says 2 more were stocked.,What is the current stock of black candles for Dante?,What is the current stock of green candles for Dante?,add,34,2,36,41,green,black,Ripple,Walnut,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans0_role0_order1,increase,v21_inc_candle_catalog,A_to_relevant,0,transformed_block_first,The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives a prior stock of 34 candles and says 2 more were stocked. The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives the current stock as 41 candles.,What is the current stock of black candles for Dante?,What is the current stock of green candles for Dante?,add,34,2,36,41,green,black,Ripple,Walnut,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans0_role1_order0,increase,v21_inc_candle_catalog,A_to_relevant,1,direct_block_first,The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives the current stock as 41 candles. The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives a prior stock of 34 candles and says 2 more were stocked.,What is the current stock of green candles for Dante?,What is the current stock of black candles for Dante?,add,34,2,36,41,black,green,Walnut,Ripple,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans0_role1_order1,increase,v21_inc_candle_catalog,A_to_relevant,1,transformed_block_first,The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives a prior stock of 34 candles and says 2 more were stocked. The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives the current stock as 41 candles.,What is the current stock of green candles for Dante?,What is the current stock of black candles for Dante?,add,34,2,36,41,black,green,Walnut,Ripple,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans1_role0_order0,increase,v21_inc_candle_catalog,B_to_relevant,0,direct_block_first,The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives the current stock as 36 candles. The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives a prior stock of 39 candles and says 2 more were stocked.,What is the current stock of black candles for Dante?,What is the current stock of green candles for Dante?,add,39,2,41,36,green,black,Ripple,Walnut,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans1_role0_order1,increase,v21_inc_candle_catalog,B_to_relevant,0,transformed_block_first,The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives a prior stock of 39 candles and says 2 more were stocked. The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives the current stock as 36 candles.,What is the current stock of black candles for Dante?,What is the current stock of green candles for Dante?,add,39,2,41,36,green,black,Ripple,Walnut,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans1_role1_order0,increase,v21_inc_candle_catalog,B_to_relevant,1,direct_block_first,The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives the current stock as 36 candles. The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives a prior stock of 39 candles and says 2 more were stocked.,What is the current stock of green candles for Dante?,What is the current stock of black candles for Dante?,add,39,2,41,36,black,green,Walnut,Ripple,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_07_ans1_role1_order1,increase,v21_inc_candle_catalog,B_to_relevant,1,transformed_block_first,The catalog maps Dante's green candles to listing Ripple. Listing Ripple gives a prior stock of 39 candles and says 2 more were stocked. The catalog maps Dante's black candles to listing Walnut. Listing Walnut gives the current stock as 36 candles.,What is the current stock of green candles for Dante?,What is the current stock of black candles for Dante?,add,39,2,41,36,black,green,Walnut,Ripple,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans0_role0_order0,temperature,v21_temp_flask_archive,A_to_relevant,0,direct_block_first,The red flask's temperature is indexed by record Aster. Record Aster reports a current temperature of 36 degrees. The blue flask's temperature is indexed by record Falcon. Record Falcon reports 27 degrees before a rise of 4 degrees.,What is the blue flask's current temperature?,What is the red flask's current temperature?,add,27,4,31,36,red,blue,Aster,Falcon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans0_role0_order1,temperature,v21_temp_flask_archive,A_to_relevant,0,transformed_block_first,The blue flask's temperature is indexed by record Falcon. Record Falcon reports 27 degrees before a rise of 4 degrees. The red flask's temperature is indexed by record Aster. Record Aster reports a current temperature of 36 degrees.,What is the blue flask's current temperature?,What is the red flask's current temperature?,add,27,4,31,36,red,blue,Aster,Falcon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans0_role1_order0,temperature,v21_temp_flask_archive,A_to_relevant,1,direct_block_first,The blue flask's temperature is indexed by record Falcon. Record Falcon reports a current temperature of 36 degrees. The red flask's temperature is indexed by record Aster. Record Aster reports 27 degrees before a rise of 4 degrees.,What is the red flask's current temperature?,What is the blue flask's current temperature?,add,27,4,31,36,blue,red,Falcon,Aster,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans0_role1_order1,temperature,v21_temp_flask_archive,A_to_relevant,1,transformed_block_first,The red flask's temperature is indexed by record Aster. Record Aster reports 27 degrees before a rise of 4 degrees. The blue flask's temperature is indexed by record Falcon. Record Falcon reports a current temperature of 36 degrees.,What is the red flask's current temperature?,What is the blue flask's current temperature?,add,27,4,31,36,blue,red,Falcon,Aster,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans1_role0_order0,temperature,v21_temp_flask_archive,B_to_relevant,0,direct_block_first,The red flask's temperature is indexed by record Aster. Record Aster reports a current temperature of 31 degrees. The blue flask's temperature is indexed by record Falcon. Record Falcon reports 32 degrees before a rise of 4 degrees.,What is the blue flask's current temperature?,What is the red flask's current temperature?,add,32,4,36,31,red,blue,Aster,Falcon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans1_role0_order1,temperature,v21_temp_flask_archive,B_to_relevant,0,transformed_block_first,The blue flask's temperature is indexed by record Falcon. Record Falcon reports 32 degrees before a rise of 4 degrees. The red flask's temperature is indexed by record Aster. Record Aster reports a current temperature of 31 degrees.,What is the blue flask's current temperature?,What is the red flask's current temperature?,add,32,4,36,31,red,blue,Aster,Falcon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans1_role1_order0,temperature,v21_temp_flask_archive,B_to_relevant,1,direct_block_first,The blue flask's temperature is indexed by record Falcon. Record Falcon reports a current temperature of 31 degrees. The red flask's temperature is indexed by record Aster. Record Aster reports 32 degrees before a rise of 4 degrees.,What is the red flask's current temperature?,What is the blue flask's current temperature?,add,32,4,36,31,blue,red,Falcon,Aster,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_00_ans1_role1_order1,temperature,v21_temp_flask_archive,B_to_relevant,1,transformed_block_first,The red flask's temperature is indexed by record Aster. Record Aster reports 32 degrees before a rise of 4 degrees. The blue flask's temperature is indexed by record Falcon. Record Falcon reports a current temperature of 31 degrees.,What is the red flask's current temperature?,What is the blue flask's current temperature?,add,32,4,36,31,blue,red,Falcon,Aster,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans0_role0_order0,temperature,v21_temp_cabinet_ledger,A_to_relevant,0,direct_block_first,The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists a current reading of 49 degrees. The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists 28 degrees before the reading increased by 5 degrees.,What temperature does the blue cabinet have now?,What temperature does the red cabinet have now?,add,28,5,33,49,red,blue,Pecan,Sorrel,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans0_role0_order1,temperature,v21_temp_cabinet_ledger,A_to_relevant,0,transformed_block_first,The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists 28 degrees before the reading increased by 5 degrees. The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists a current reading of 49 degrees.,What temperature does the blue cabinet have now?,What temperature does the red cabinet have now?,add,28,5,33,49,red,blue,Pecan,Sorrel,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans0_role1_order0,temperature,v21_temp_cabinet_ledger,A_to_relevant,1,direct_block_first,The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists a current reading of 49 degrees. The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists 28 degrees before the reading increased by 5 degrees.,What temperature does the red cabinet have now?,What temperature does the blue cabinet have now?,add,28,5,33,49,blue,red,Sorrel,Pecan,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans0_role1_order1,temperature,v21_temp_cabinet_ledger,A_to_relevant,1,transformed_block_first,The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists 28 degrees before the reading increased by 5 degrees. The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists a current reading of 49 degrees.,What temperature does the red cabinet have now?,What temperature does the blue cabinet have now?,add,28,5,33,49,blue,red,Sorrel,Pecan,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans1_role0_order0,temperature,v21_temp_cabinet_ledger,B_to_relevant,0,direct_block_first,The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists a current reading of 33 degrees. The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists 44 degrees before the reading increased by 5 degrees.,What temperature does the blue cabinet have now?,What temperature does the red cabinet have now?,add,44,5,49,33,red,blue,Pecan,Sorrel,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans1_role0_order1,temperature,v21_temp_cabinet_ledger,B_to_relevant,0,transformed_block_first,The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists 44 degrees before the reading increased by 5 degrees. The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists a current reading of 33 degrees.,What temperature does the blue cabinet have now?,What temperature does the red cabinet have now?,add,44,5,49,33,red,blue,Pecan,Sorrel,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans1_role1_order0,temperature,v21_temp_cabinet_ledger,B_to_relevant,1,direct_block_first,The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists a current reading of 33 degrees. The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists 44 degrees before the reading increased by 5 degrees.,What temperature does the red cabinet have now?,What temperature does the blue cabinet have now?,add,44,5,49,33,blue,red,Sorrel,Pecan,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_01_ans1_role1_order1,temperature,v21_temp_cabinet_ledger,B_to_relevant,1,transformed_block_first,The temperature for the red cabinet points to ledger Pecan. Ledger Pecan lists 44 degrees before the reading increased by 5 degrees. The temperature for the blue cabinet points to ledger Sorrel. Ledger Sorrel lists a current reading of 33 degrees.,What temperature does the red cabinet have now?,What temperature does the blue cabinet have now?,add,44,5,49,33,blue,red,Sorrel,Pecan,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans0_role0_order0,temperature,v21_temp_incubator_file,A_to_relevant,0,direct_block_first,The file for the red incubator's temperature is named Lumen. File Lumen gives the present reading as 57 degrees. The file for the blue incubator's temperature is named Raven. File Raven starts from 25 degrees and notes warming by 8 degrees.,What is the present temperature of the blue incubator?,What is the present temperature of the red incubator?,add,25,8,33,57,red,blue,Lumen,Raven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans0_role0_order1,temperature,v21_temp_incubator_file,A_to_relevant,0,transformed_block_first,The file for the blue incubator's temperature is named Raven. File Raven starts from 25 degrees and notes warming by 8 degrees. The file for the red incubator's temperature is named Lumen. File Lumen gives the present reading as 57 degrees.,What is the present temperature of the blue incubator?,What is the present temperature of the red incubator?,add,25,8,33,57,red,blue,Lumen,Raven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans0_role1_order0,temperature,v21_temp_incubator_file,A_to_relevant,1,direct_block_first,The file for the blue incubator's temperature is named Raven. File Raven gives the present reading as 57 degrees. The file for the red incubator's temperature is named Lumen. File Lumen starts from 25 degrees and notes warming by 8 degrees.,What is the present temperature of the red incubator?,What is the present temperature of the blue incubator?,add,25,8,33,57,blue,red,Raven,Lumen,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans0_role1_order1,temperature,v21_temp_incubator_file,A_to_relevant,1,transformed_block_first,The file for the red incubator's temperature is named Lumen. File Lumen starts from 25 degrees and notes warming by 8 degrees. The file for the blue incubator's temperature is named Raven. File Raven gives the present reading as 57 degrees.,What is the present temperature of the red incubator?,What is the present temperature of the blue incubator?,add,25,8,33,57,blue,red,Raven,Lumen,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans1_role0_order0,temperature,v21_temp_incubator_file,B_to_relevant,0,direct_block_first,The file for the red incubator's temperature is named Lumen. File Lumen gives the present reading as 33 degrees. The file for the blue incubator's temperature is named Raven. File Raven starts from 49 degrees and notes warming by 8 degrees.,What is the present temperature of the blue incubator?,What is the present temperature of the red incubator?,add,49,8,57,33,red,blue,Lumen,Raven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans1_role0_order1,temperature,v21_temp_incubator_file,B_to_relevant,0,transformed_block_first,The file for the blue incubator's temperature is named Raven. File Raven starts from 49 degrees and notes warming by 8 degrees. The file for the red incubator's temperature is named Lumen. File Lumen gives the present reading as 33 degrees.,What is the present temperature of the blue incubator?,What is the present temperature of the red incubator?,add,49,8,57,33,red,blue,Lumen,Raven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans1_role1_order0,temperature,v21_temp_incubator_file,B_to_relevant,1,direct_block_first,The file for the blue incubator's temperature is named Raven. File Raven gives the present reading as 33 degrees. The file for the red incubator's temperature is named Lumen. File Lumen starts from 49 degrees and notes warming by 8 degrees.,What is the present temperature of the red incubator?,What is the present temperature of the blue incubator?,add,49,8,57,33,blue,red,Raven,Lumen,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_02_ans1_role1_order1,temperature,v21_temp_incubator_file,B_to_relevant,1,transformed_block_first,The file for the red incubator's temperature is named Lumen. File Lumen starts from 49 degrees and notes warming by 8 degrees. The file for the blue incubator's temperature is named Raven. File Raven gives the present reading as 33 degrees.,What is the present temperature of the red incubator?,What is the present temperature of the blue incubator?,add,49,8,57,33,blue,red,Raven,Lumen,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans0_role0_order0,temperature,v21_temp_reservoir_register,A_to_relevant,0,direct_block_first,"The register links the red reservoir's temperature to entry Olive. Entry Olive shows a current reading of 49 degrees. The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows an earlier reading of 29 degrees, after which the recorded temperature rose by 5 degrees.",What is the blue reservoir's temperature now?,What is the red reservoir's temperature now?,add,29,5,34,49,red,blue,Olive,Lotus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans0_role0_order1,temperature,v21_temp_reservoir_register,A_to_relevant,0,transformed_block_first,"The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows an earlier reading of 29 degrees, after which the recorded temperature rose by 5 degrees. The register links the red reservoir's temperature to entry Olive. Entry Olive shows a current reading of 49 degrees.",What is the blue reservoir's temperature now?,What is the red reservoir's temperature now?,add,29,5,34,49,red,blue,Olive,Lotus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans0_role1_order0,temperature,v21_temp_reservoir_register,A_to_relevant,1,direct_block_first,"The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows a current reading of 49 degrees. The register links the red reservoir's temperature to entry Olive. Entry Olive shows an earlier reading of 29 degrees, after which the recorded temperature rose by 5 degrees.",What is the red reservoir's temperature now?,What is the blue reservoir's temperature now?,add,29,5,34,49,blue,red,Lotus,Olive,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans0_role1_order1,temperature,v21_temp_reservoir_register,A_to_relevant,1,transformed_block_first,"The register links the red reservoir's temperature to entry Olive. Entry Olive shows an earlier reading of 29 degrees, after which the recorded temperature rose by 5 degrees. The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows a current reading of 49 degrees.",What is the red reservoir's temperature now?,What is the blue reservoir's temperature now?,add,29,5,34,49,blue,red,Lotus,Olive,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans1_role0_order0,temperature,v21_temp_reservoir_register,B_to_relevant,0,direct_block_first,"The register links the red reservoir's temperature to entry Olive. Entry Olive shows a current reading of 34 degrees. The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows an earlier reading of 44 degrees, after which the recorded temperature rose by 5 degrees.",What is the blue reservoir's temperature now?,What is the red reservoir's temperature now?,add,44,5,49,34,red,blue,Olive,Lotus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans1_role0_order1,temperature,v21_temp_reservoir_register,B_to_relevant,0,transformed_block_first,"The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows an earlier reading of 44 degrees, after which the recorded temperature rose by 5 degrees. The register links the red reservoir's temperature to entry Olive. Entry Olive shows a current reading of 34 degrees.",What is the blue reservoir's temperature now?,What is the red reservoir's temperature now?,add,44,5,49,34,red,blue,Olive,Lotus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans1_role1_order0,temperature,v21_temp_reservoir_register,B_to_relevant,1,direct_block_first,"The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows a current reading of 34 degrees. The register links the red reservoir's temperature to entry Olive. Entry Olive shows an earlier reading of 44 degrees, after which the recorded temperature rose by 5 degrees.",What is the red reservoir's temperature now?,What is the blue reservoir's temperature now?,add,44,5,49,34,blue,red,Lotus,Olive,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_03_ans1_role1_order1,temperature,v21_temp_reservoir_register,B_to_relevant,1,transformed_block_first,"The register links the red reservoir's temperature to entry Olive. Entry Olive shows an earlier reading of 44 degrees, after which the recorded temperature rose by 5 degrees. The register links the blue reservoir's temperature to entry Lotus. Entry Lotus shows a current reading of 34 degrees.",What is the red reservoir's temperature now?,What is the blue reservoir's temperature now?,add,44,5,49,34,blue,red,Lotus,Olive,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans0_role0_order0,temperature,v21_temp_compartment_index,A_to_relevant,0,direct_block_first,"In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states a current reading of 49 degrees. In the index, the black compartment's temperature is assigned to card Glade. Card Glade states an earlier reading of 33 degrees and an increase of 5 degrees.",What temperature is the black compartment at now?,What temperature is the green compartment at now?,add,33,5,38,49,green,black,Spruce,Glade,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans0_role0_order1,temperature,v21_temp_compartment_index,A_to_relevant,0,transformed_block_first,"In the index, the black compartment's temperature is assigned to card Glade. Card Glade states an earlier reading of 33 degrees and an increase of 5 degrees. In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states a current reading of 49 degrees.",What temperature is the black compartment at now?,What temperature is the green compartment at now?,add,33,5,38,49,green,black,Spruce,Glade,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans0_role1_order0,temperature,v21_temp_compartment_index,A_to_relevant,1,direct_block_first,"In the index, the black compartment's temperature is assigned to card Glade. Card Glade states a current reading of 49 degrees. In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states an earlier reading of 33 degrees and an increase of 5 degrees.",What temperature is the green compartment at now?,What temperature is the black compartment at now?,add,33,5,38,49,black,green,Glade,Spruce,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans0_role1_order1,temperature,v21_temp_compartment_index,A_to_relevant,1,transformed_block_first,"In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states an earlier reading of 33 degrees and an increase of 5 degrees. In the index, the black compartment's temperature is assigned to card Glade. Card Glade states a current reading of 49 degrees.",What temperature is the green compartment at now?,What temperature is the black compartment at now?,add,33,5,38,49,black,green,Glade,Spruce,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans1_role0_order0,temperature,v21_temp_compartment_index,B_to_relevant,0,direct_block_first,"In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states a current reading of 38 degrees. In the index, the black compartment's temperature is assigned to card Glade. Card Glade states an earlier reading of 44 degrees and an increase of 5 degrees.",What temperature is the black compartment at now?,What temperature is the green compartment at now?,add,44,5,49,38,green,black,Spruce,Glade,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans1_role0_order1,temperature,v21_temp_compartment_index,B_to_relevant,0,transformed_block_first,"In the index, the black compartment's temperature is assigned to card Glade. Card Glade states an earlier reading of 44 degrees and an increase of 5 degrees. In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states a current reading of 38 degrees.",What temperature is the black compartment at now?,What temperature is the green compartment at now?,add,44,5,49,38,green,black,Spruce,Glade,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans1_role1_order0,temperature,v21_temp_compartment_index,B_to_relevant,1,direct_block_first,"In the index, the black compartment's temperature is assigned to card Glade. Card Glade states a current reading of 38 degrees. In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states an earlier reading of 44 degrees and an increase of 5 degrees.",What temperature is the green compartment at now?,What temperature is the black compartment at now?,add,44,5,49,38,black,green,Glade,Spruce,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_04_ans1_role1_order1,temperature,v21_temp_compartment_index,B_to_relevant,1,transformed_block_first,"In the index, the green compartment's temperature is assigned to card Spruce. Card Spruce states an earlier reading of 44 degrees and an increase of 5 degrees. In the index, the black compartment's temperature is assigned to card Glade. Card Glade states a current reading of 38 degrees.",What temperature is the green compartment at now?,What temperature is the black compartment at now?,add,44,5,49,38,black,green,Glade,Spruce,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans0_role0_order0,temperature,v21_temp_capsule_account,A_to_relevant,0,direct_block_first,"The green capsule's temperature is tracked in account Sable. Account Sable records a current level of 58 degrees. The black capsule's temperature is tracked in account Hollow. Account Hollow records an earlier temperature of 35 degrees, after which the recorded temperature increased by 4 degrees.",What is the current temperature of the black capsule?,What is the current temperature of the green capsule?,add,35,4,39,58,green,black,Sable,Hollow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans0_role0_order1,temperature,v21_temp_capsule_account,A_to_relevant,0,transformed_block_first,"The black capsule's temperature is tracked in account Hollow. Account Hollow records an earlier temperature of 35 degrees, after which the recorded temperature increased by 4 degrees. The green capsule's temperature is tracked in account Sable. Account Sable records a current level of 58 degrees.",What is the current temperature of the black capsule?,What is the current temperature of the green capsule?,add,35,4,39,58,green,black,Sable,Hollow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans0_role1_order0,temperature,v21_temp_capsule_account,A_to_relevant,1,direct_block_first,"The black capsule's temperature is tracked in account Hollow. Account Hollow records a current level of 58 degrees. The green capsule's temperature is tracked in account Sable. Account Sable records an earlier temperature of 35 degrees, after which the recorded temperature increased by 4 degrees.",What is the current temperature of the green capsule?,What is the current temperature of the black capsule?,add,35,4,39,58,black,green,Hollow,Sable,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans0_role1_order1,temperature,v21_temp_capsule_account,A_to_relevant,1,transformed_block_first,"The green capsule's temperature is tracked in account Sable. Account Sable records an earlier temperature of 35 degrees, after which the recorded temperature increased by 4 degrees. The black capsule's temperature is tracked in account Hollow. Account Hollow records a current level of 58 degrees.",What is the current temperature of the green capsule?,What is the current temperature of the black capsule?,add,35,4,39,58,black,green,Hollow,Sable,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans1_role0_order0,temperature,v21_temp_capsule_account,B_to_relevant,0,direct_block_first,"The green capsule's temperature is tracked in account Sable. Account Sable records a current level of 39 degrees. The black capsule's temperature is tracked in account Hollow. Account Hollow records an earlier temperature of 54 degrees, after which the recorded temperature increased by 4 degrees.",What is the current temperature of the black capsule?,What is the current temperature of the green capsule?,add,54,4,58,39,green,black,Sable,Hollow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans1_role0_order1,temperature,v21_temp_capsule_account,B_to_relevant,0,transformed_block_first,"The black capsule's temperature is tracked in account Hollow. Account Hollow records an earlier temperature of 54 degrees, after which the recorded temperature increased by 4 degrees. The green capsule's temperature is tracked in account Sable. Account Sable records a current level of 39 degrees.",What is the current temperature of the black capsule?,What is the current temperature of the green capsule?,add,54,4,58,39,green,black,Sable,Hollow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
